#    L    TT             EE             BB             TE             PP             TP             EP          
  1495   0.723798E+03   0.111679E+02   0.000000E+00   0.234448E+01   0.340212E-08   0.194304E-05   0.512059E-07
  1496   0.720510E+03   0.112586E+02   0.000000E+00   0.285020E+01   0.339825E-08   0.193690E-05   0.534324E-07
  1497   0.717195E+03   0.113517E+02   0.000000E+00   0.334524E+01   0.339438E-08   0.193055E-05   0.556425E-07
  1498   0.713854E+03   0.114472E+02   0.000000E+00   0.382946E+01   0.339053E-08   0.192398E-05   0.578358E-07
  1499   0.710488E+03   0.115448E+02   0.000000E+00   0.430275E+01   0.338667E-08   0.191719E-05   0.600123E-07
  1500   0.707096E+03   0.116448E+02   0.000000E+00   0.476495E+01   0.338283E-08   0.191017E-05   0.621716E-07
  1501   0.703682E+03   0.117468E+02   0.000000E+00   0.521595E+01   0.337899E-08   0.190291E-05   0.643137E-07
  1502   0.700245E+03   0.118510E+02   0.000000E+00   0.565562E+01   0.337516E-08   0.189543E-05   0.664383E-07
  1503   0.696787E+03   0.119572E+02   0.000000E+00   0.608385E+01   0.337133E-08   0.188771E-05   0.685455E-07
  1504   0.693307E+03   0.120653E+02   0.000000E+00   0.650055E+01   0.336751E-08   0.187978E-05   0.706351E-07
  1505   0.689808E+03   0.121755E+02   0.000000E+00   0.690561E+01   0.336370E-08   0.187162E-05   0.727071E-07
  1506   0.686290E+03   0.122874E+02   0.000000E+00   0.729892E+01   0.335989E-08   0.186326E-05   0.747615E-07
  1507   0.682754E+03   0.124012E+02   0.000000E+00   0.768039E+01   0.335609E-08   0.185468E-05   0.767982E-07
  1508   0.679200E+03   0.125168E+02   0.000000E+00   0.804988E+01   0.335230E-08   0.184590E-05   0.788171E-07
  1509   0.675630E+03   0.126341E+02   0.000000E+00   0.840742E+01   0.334851E-08   0.183693E-05   0.808181E-07
  1510   0.672044E+03   0.127529E+02   0.000000E+00   0.875277E+01   0.334473E-08   0.182776E-05   0.828013E-07
  1511   0.668443E+03   0.128733E+02   0.000000E+00   0.908602E+01   0.334096E-08   0.181840E-05   0.847665E-07
  1512   0.664831E+03   0.129953E+02   0.000000E+00   0.940708E+01   0.333719E-08   0.180886E-05   0.867137E-07
  1513   0.661206E+03   0.131187E+02   0.000000E+00   0.971596E+01   0.333342E-08   0.179914E-05   0.886429E-07
  1514   0.657570E+03   0.132434E+02   0.000000E+00   0.100125E+02   0.332967E-08   0.178925E-05   0.905539E-07
  1515   0.653926E+03   0.133695E+02   0.000000E+00   0.102968E+02   0.332592E-08   0.177919E-05   0.924467E-07
  1516   0.650273E+03   0.134969E+02   0.000000E+00   0.105687E+02   0.332218E-08   0.176896E-05   0.943212E-07
  1517   0.646612E+03   0.136255E+02   0.000000E+00   0.108282E+02   0.331844E-08   0.175858E-05   0.961775E-07
  1518   0.642945E+03   0.137552E+02   0.000000E+00   0.110752E+02   0.331471E-08   0.174804E-05   0.980153E-07
  1519   0.639272E+03   0.138860E+02   0.000000E+00   0.113099E+02   0.331098E-08   0.173735E-05   0.998347E-07
  1520   0.635595E+03   0.140178E+02   0.000000E+00   0.115320E+02   0.330727E-08   0.172652E-05   0.101636E-06
  1521   0.631914E+03   0.141505E+02   0.000000E+00   0.117417E+02   0.330355E-08   0.171554E-05   0.103418E-06
  1522   0.628231E+03   0.142842E+02   0.000000E+00   0.119388E+02   0.329985E-08   0.170444E-05   0.105182E-06
  1523   0.624545E+03   0.144187E+02   0.000000E+00   0.121233E+02   0.329615E-08   0.169320E-05   0.106927E-06
  1524   0.620858E+03   0.145539E+02   0.000000E+00   0.122953E+02   0.329245E-08   0.168183E-05   0.108653E-06
  1525   0.617171E+03   0.146898E+02   0.000000E+00   0.124547E+02   0.328877E-08   0.167035E-05   0.110361E-06
  1526   0.613486E+03   0.148263E+02   0.000000E+00   0.126016E+02   0.328508E-08   0.165875E-05   0.112049E-06
  1527   0.609802E+03   0.149634E+02   0.000000E+00   0.127360E+02   0.328141E-08   0.164704E-05   0.113719E-06
  1528   0.606121E+03   0.151010E+02   0.000000E+00   0.128578E+02   0.327774E-08   0.163522E-05   0.115370E-06
  1529   0.602445E+03   0.152390E+02   0.000000E+00   0.129672E+02   0.327408E-08   0.162331E-05   0.117001E-06
  1530   0.598773E+03   0.153774E+02   0.000000E+00   0.130641E+02   0.327042E-08   0.161129E-05   0.118614E-06
  1531   0.595107E+03   0.155161E+02   0.000000E+00   0.131485E+02   0.326677E-08   0.159919E-05   0.120208E-06
  1532   0.591446E+03   0.156551E+02   0.000000E+00   0.132205E+02   0.326312E-08   0.158700E-05   0.121782E-06
  1533   0.587795E+03   0.157941E+02   0.000000E+00   0.132801E+02   0.325949E-08   0.157473E-05   0.123337E-06
  1534   0.584151E+03   0.159333E+02   0.000000E+00   0.133273E+02   0.325585E-08   0.156238E-05   0.124872E-06
  1535   0.580516E+03   0.160726E+02   0.000000E+00   0.133622E+02   0.325223E-08   0.154996E-05   0.126389E-06
  1536   0.576892E+03   0.162118E+02   0.000000E+00   0.133848E+02   0.324861E-08   0.153747E-05   0.127885E-06
  1537   0.573277E+03   0.163509E+02   0.000000E+00   0.133951E+02   0.324499E-08   0.152492E-05   0.129362E-06
  1538   0.569675E+03   0.164898E+02   0.000000E+00   0.133933E+02   0.324138E-08   0.151231E-05   0.130820E-06
  1539   0.566085E+03   0.166285E+02   0.000000E+00   0.133793E+02   0.323778E-08   0.149965E-05   0.132258E-06
  1540   0.562509E+03   0.167670E+02   0.000000E+00   0.133534E+02   0.323418E-08   0.148695E-05   0.133676E-06
  1541   0.558947E+03   0.169051E+02   0.000000E+00   0.133155E+02   0.323059E-08   0.147420E-05   0.135075E-06
  1542   0.555401E+03   0.170428E+02   0.000000E+00   0.132657E+02   0.322701E-08   0.146141E-05   0.136453E-06
  1543   0.551871E+03   0.171800E+02   0.000000E+00   0.132041E+02   0.322343E-08   0.144859E-05   0.137812E-06
  1544   0.548359E+03   0.173167E+02   0.000000E+00   0.131309E+02   0.321985E-08   0.143574E-05   0.139151E-06
  1545   0.544864E+03   0.174528E+02   0.000000E+00   0.130460E+02   0.321629E-08   0.142287E-05   0.140470E-06
  1546   0.541388E+03   0.175882E+02   0.000000E+00   0.129497E+02   0.321273E-08   0.140998E-05   0.141769E-06
  1547   0.537932E+03   0.177230E+02   0.000000E+00   0.128419E+02   0.320917E-08   0.139707E-05   0.143047E-06
  1548   0.534496E+03   0.178570E+02   0.000000E+00   0.127229E+02   0.320562E-08   0.138416E-05   0.144306E-06
  1549   0.531081E+03   0.179901E+02   0.000000E+00   0.125926E+02   0.320208E-08   0.137124E-05   0.145544E-06
  1550   0.527687E+03   0.181223E+02   0.000000E+00   0.124511E+02   0.319854E-08   0.135833E-05   0.146762E-06
  1551   0.524316E+03   0.182536E+02   0.000000E+00   0.122987E+02   0.319501E-08   0.134542E-05   0.147959E-06
  1552   0.520968E+03   0.183838E+02   0.000000E+00   0.121354E+02   0.319148E-08   0.133251E-05   0.149136E-06
  1553   0.517645E+03   0.185130E+02   0.000000E+00   0.119613E+02   0.318796E-08   0.131962E-05   0.150293E-06
  1554   0.514345E+03   0.186410E+02   0.000000E+00   0.117766E+02   0.318444E-08   0.130674E-05   0.151429E-06
  1555   0.511070E+03   0.187678E+02   0.000000E+00   0.115814E+02   0.318094E-08   0.129387E-05   0.152545E-06
  1556   0.507822E+03   0.188934E+02   0.000000E+00   0.113758E+02   0.317743E-08   0.128102E-05   0.153641E-06
  1557   0.504600E+03   0.190178E+02   0.000000E+00   0.111600E+02   0.317393E-08   0.126818E-05   0.154716E-06
  1558   0.501406E+03   0.191407E+02   0.000000E+00   0.109341E+02   0.317044E-08   0.125537E-05   0.155770E-06
  1559   0.498240E+03   0.192623E+02   0.000000E+00   0.106984E+02   0.316696E-08   0.124257E-05   0.156804E-06
  1560   0.495102E+03   0.193824E+02   0.000000E+00   0.104527E+02   0.316348E-08   0.122980E-05   0.157818E-06
  1561   0.491993E+03   0.195010E+02   0.000000E+00   0.101976E+02   0.316000E-08   0.121705E-05   0.158811E-06
  1562   0.488915E+03   0.196181E+02   0.000000E+00   0.993289E+01   0.315653E-08   0.120433E-05   0.159784E-06
  1563   0.485866E+03   0.197336E+02   0.000000E+00   0.965895E+01   0.315307E-08   0.119164E-05   0.160736E-06
  1564   0.482849E+03   0.198475E+02   0.000000E+00   0.937586E+01   0.314961E-08   0.117898E-05   0.161668E-06
  1565   0.479864E+03   0.199596E+02   0.000000E+00   0.908386E+01   0.314616E-08   0.116635E-05   0.162579E-06
  1566   0.476911E+03   0.200700E+02   0.000000E+00   0.878303E+01   0.314271E-08   0.115376E-05   0.163470E-06
  1567   0.473990E+03   0.201787E+02   0.000000E+00   0.847357E+01   0.313927E-08   0.114120E-05   0.164340E-06
  1568   0.471102E+03   0.202855E+02   0.000000E+00   0.815557E+01   0.313584E-08   0.112868E-05   0.165190E-06
  1569   0.468249E+03   0.203904E+02   0.000000E+00   0.782933E+01   0.313241E-08   0.111620E-05   0.166019E-06
  1570   0.465429E+03   0.204934E+02   0.000000E+00   0.749499E+01   0.312898E-08   0.110376E-05   0.166827E-06
  1571   0.462645E+03   0.205943E+02   0.000000E+00   0.715266E+01   0.312557E-08   0.109137E-05   0.167615E-06
  1572   0.459895E+03   0.206933E+02   0.000000E+00   0.680254E+01   0.312215E-08   0.107903E-05   0.168383E-06
  1573   0.457181E+03   0.207903E+02   0.000000E+00   0.644482E+01   0.311875E-08   0.106673E-05   0.169130E-06
  1574   0.454503E+03   0.208850E+02   0.000000E+00   0.607973E+01   0.311534E-08   0.105448E-05   0.169856E-06
  1575   0.451861E+03   0.209777E+02   0.000000E+00   0.570745E+01   0.311195E-08   0.104228E-05   0.170561E-06
  1576   0.449256E+03   0.210683E+02   0.000000E+00   0.532821E+01   0.310856E-08   0.103014E-05   0.171247E-06
  1577   0.446688E+03   0.211566E+02   0.000000E+00   0.494220E+01   0.310517E-08   0.101805E-05   0.171911E-06
  1578   0.444159E+03   0.212428E+02   0.000000E+00   0.454965E+01   0.310179E-08   0.100602E-05   0.172555E-06
  1579   0.441668E+03   0.213266E+02   0.000000E+00   0.415073E+01   0.309842E-08   0.994046E-06   0.173178E-06
  1580   0.439215E+03   0.214082E+02   0.000000E+00   0.374566E+01   0.309505E-08   0.982136E-06   0.173780E-06
  1581   0.436802E+03   0.214875E+02   0.000000E+00   0.333462E+01   0.309169E-08   0.970289E-06   0.174362E-06
  1582   0.434428E+03   0.215644E+02   0.000000E+00   0.291781E+01   0.308833E-08   0.958507E-06   0.174923E-06
  1583   0.432093E+03   0.216389E+02   0.000000E+00   0.249541E+01   0.308497E-08   0.946793E-06   0.175464E-06
  1584   0.429797E+03   0.217110E+02   0.000000E+00   0.206763E+01   0.308163E-08   0.935147E-06   0.175983E-06
  1585   0.427541E+03   0.217806E+02   0.000000E+00   0.163466E+01   0.307829E-08   0.923571E-06   0.176482E-06
  1586   0.425326E+03   0.218478E+02   0.000000E+00   0.119667E+01   0.307495E-08   0.912069E-06   0.176961E-06
  1587   0.423151E+03   0.219124E+02   0.000000E+00   0.753888E+00   0.307162E-08   0.900642E-06   0.177418E-06
  1588   0.421016E+03   0.219745E+02   0.000000E+00   0.306521E+00   0.306829E-08   0.889290E-06   0.177855E-06
  1589   0.418922E+03   0.220340E+02   0.000000E+00  -0.145232E+00   0.306497E-08   0.878018E-06   0.178271E-06
  1590   0.416869E+03   0.220909E+02   0.000000E+00  -0.601159E+00   0.306166E-08   0.866826E-06   0.178667E-06
  1591   0.414857E+03   0.221452E+02   0.000000E+00  -0.106106E+01   0.305835E-08   0.855716E-06   0.179041E-06
  1592   0.412886E+03   0.221968E+02   0.000000E+00  -0.152470E+01   0.305505E-08   0.844690E-06   0.179395E-06
  1593   0.410956E+03   0.222458E+02   0.000000E+00  -0.199191E+01   0.305175E-08   0.833750E-06   0.179728E-06
  1594   0.409068E+03   0.222920E+02   0.000000E+00  -0.246245E+01   0.304845E-08   0.822899E-06   0.180041E-06
  1595   0.407221E+03   0.223356E+02   0.000000E+00  -0.293612E+01   0.304517E-08   0.812137E-06   0.180332E-06
  1596   0.405415E+03   0.223764E+02   0.000000E+00  -0.341270E+01   0.304188E-08   0.801467E-06   0.180603E-06
  1597   0.403651E+03   0.224146E+02   0.000000E+00  -0.389199E+01   0.303861E-08   0.790892E-06   0.180853E-06
  1598   0.401929E+03   0.224499E+02   0.000000E+00  -0.437377E+01   0.303533E-08   0.780411E-06   0.181082E-06
  1599   0.400248E+03   0.224825E+02   0.000000E+00  -0.485781E+01   0.303207E-08   0.770029E-06   0.181290E-06
  1600   0.398610E+03   0.225123E+02   0.000000E+00  -0.534393E+01   0.302881E-08   0.759745E-06   0.181477E-06
  1601   0.397013E+03   0.225394E+02   0.000000E+00  -0.583191E+01   0.302555E-08   0.749563E-06   0.181644E-06
  1602   0.395458E+03   0.225636E+02   0.000000E+00  -0.632155E+01   0.302230E-08   0.739484E-06   0.181789E-06
  1603   0.393944E+03   0.225849E+02   0.000000E+00  -0.681265E+01   0.301905E-08   0.729508E-06   0.181915E-06
  1604   0.392472E+03   0.226035E+02   0.000000E+00  -0.730501E+01   0.301581E-08   0.719636E-06   0.182019E-06
  1605   0.391041E+03   0.226192E+02   0.000000E+00  -0.779845E+01   0.301258E-08   0.709870E-06   0.182104E-06
  1606   0.389651E+03   0.226321E+02   0.000000E+00  -0.829273E+01   0.300934E-08   0.700210E-06   0.182168E-06
  1607   0.388303E+03   0.226421E+02   0.000000E+00  -0.878760E+01   0.300612E-08   0.690657E-06   0.182212E-06
  1608   0.386995E+03   0.226491E+02   0.000000E+00  -0.928300E+01   0.300290E-08   0.681213E-06   0.182236E-06
  1609   0.385729E+03   0.226533E+02   0.000000E+00  -0.977854E+01   0.299968E-08   0.671878E-06   0.182241E-06
  1610   0.384503E+03   0.226547E+02   0.000000E+00  -0.102742E+02   0.299647E-08   0.662653E-06   0.182226E-06
  1611   0.383318E+03   0.226533E+02   0.000000E+00  -0.107695E+02   0.299327E-08   0.653540E-06   0.182191E-06
  1612   0.382174E+03   0.226490E+02   0.000000E+00  -0.112644E+02   0.299007E-08   0.644538E-06   0.182137E-06
  1613   0.381070E+03   0.226419E+02   0.000000E+00  -0.117587E+02   0.298688E-08   0.635651E-06   0.182063E-06
  1614   0.380007E+03   0.226320E+02   0.000000E+00  -0.122521E+02   0.298369E-08   0.626877E-06   0.181971E-06
  1615   0.378983E+03   0.226194E+02   0.000000E+00  -0.127445E+02   0.298050E-08   0.618218E-06   0.181859E-06
  1616   0.377999E+03   0.226040E+02   0.000000E+00  -0.132356E+02   0.297732E-08   0.609676E-06   0.181729E-06
  1617   0.377055E+03   0.225857E+02   0.000000E+00  -0.137253E+02   0.297415E-08   0.601251E-06   0.181580E-06
  1618   0.376150E+03   0.225647E+02   0.000000E+00  -0.142133E+02   0.297098E-08   0.592945E-06   0.181412E-06
  1619   0.375284E+03   0.225409E+02   0.000000E+00  -0.146996E+02   0.296781E-08   0.584757E-06   0.181226E-06
  1620   0.374457E+03   0.225144E+02   0.000000E+00  -0.151838E+02   0.296466E-08   0.576689E-06   0.181021E-06
  1621   0.373668E+03   0.224850E+02   0.000000E+00  -0.156659E+02   0.296150E-08   0.568743E-06   0.180798E-06
  1622   0.372917E+03   0.224529E+02   0.000000E+00  -0.161455E+02   0.295835E-08   0.560919E-06   0.180558E-06
  1623   0.372204E+03   0.224181E+02   0.000000E+00  -0.166227E+02   0.295521E-08   0.553218E-06   0.180299E-06
  1624   0.371528E+03   0.223806E+02   0.000000E+00  -0.170970E+02   0.295207E-08   0.545641E-06   0.180022E-06
  1625   0.370889E+03   0.223403E+02   0.000000E+00  -0.175684E+02   0.294894E-08   0.538190E-06   0.179728E-06
  1626   0.370287E+03   0.222975E+02   0.000000E+00  -0.180367E+02   0.294581E-08   0.530864E-06   0.179416E-06
  1627   0.369721E+03   0.222519E+02   0.000000E+00  -0.185016E+02   0.294268E-08   0.523665E-06   0.179087E-06
  1628   0.369191E+03   0.222037E+02   0.000000E+00  -0.189630E+02   0.293956E-08   0.516595E-06   0.178741E-06
  1629   0.368697E+03   0.221529E+02   0.000000E+00  -0.194208E+02   0.293645E-08   0.509653E-06   0.178377E-06
  1630   0.368238E+03   0.220994E+02   0.000000E+00  -0.198747E+02   0.293334E-08   0.502842E-06   0.177996E-06
  1631   0.367814E+03   0.220435E+02   0.000000E+00  -0.203246E+02   0.293024E-08   0.496162E-06   0.177599E-06
  1632   0.367424E+03   0.219849E+02   0.000000E+00  -0.207703E+02   0.292714E-08   0.489613E-06   0.177185E-06
  1633   0.367068E+03   0.219237E+02   0.000000E+00  -0.212117E+02   0.292404E-08   0.483198E-06   0.176754E-06
  1634   0.366745E+03   0.218601E+02   0.000000E+00  -0.216486E+02   0.292095E-08   0.476916E-06   0.176307E-06
  1635   0.366455E+03   0.217939E+02   0.000000E+00  -0.220808E+02   0.291787E-08   0.470770E-06   0.175843E-06
  1636   0.366198E+03   0.217252E+02   0.000000E+00  -0.225082E+02   0.291479E-08   0.464760E-06   0.175363E-06
  1637   0.365973E+03   0.216541E+02   0.000000E+00  -0.229306E+02   0.291172E-08   0.458886E-06   0.174867E-06
  1638   0.365779E+03   0.215805E+02   0.000000E+00  -0.233479E+02   0.290865E-08   0.453151E-06   0.174355E-06
  1639   0.365616E+03   0.215045E+02   0.000000E+00  -0.237598E+02   0.290558E-08   0.447554E-06   0.173827E-06
  1640   0.365484E+03   0.214262E+02   0.000000E+00  -0.241665E+02   0.290252E-08   0.442097E-06   0.173284E-06
  1641   0.365381E+03   0.213457E+02   0.000000E+00  -0.245675E+02   0.289947E-08   0.436781E-06   0.172725E-06
  1642   0.365308E+03   0.212628E+02   0.000000E+00  -0.249627E+02   0.289642E-08   0.431607E-06   0.172151E-06
  1643   0.365264E+03   0.211776E+02   0.000000E+00  -0.253522E+02   0.289337E-08   0.426576E-06   0.171561E-06
  1644   0.365250E+03   0.210904E+02   0.000000E+00  -0.257356E+02   0.289033E-08   0.421689E-06   0.170956E-06
  1645   0.365262E+03   0.210009E+02   0.000000E+00  -0.261129E+02   0.288729E-08   0.416947E-06   0.170337E-06
  1646   0.365302E+03   0.209091E+02   0.000000E+00  -0.264840E+02   0.288426E-08   0.412350E-06   0.169702E-06
  1647   0.365369E+03   0.208154E+02   0.000000E+00  -0.268488E+02   0.288124E-08   0.407901E-06   0.169052E-06
  1648   0.365462E+03   0.207195E+02   0.000000E+00  -0.272070E+02   0.287821E-08   0.403599E-06   0.168388E-06
  1649   0.365581E+03   0.206215E+02   0.000000E+00  -0.275586E+02   0.287520E-08   0.399445E-06   0.167710E-06
  1650   0.365724E+03   0.205215E+02   0.000000E+00  -0.279034E+02   0.287219E-08   0.395442E-06   0.167017E-06
  1651   0.365892E+03   0.204195E+02   0.000000E+00  -0.282414E+02   0.286918E-08   0.391589E-06   0.166310E-06
  1652   0.366084E+03   0.203156E+02   0.000000E+00  -0.285724E+02   0.286618E-08   0.387888E-06   0.165588E-06
  1653   0.366299E+03   0.202097E+02   0.000000E+00  -0.288965E+02   0.286318E-08   0.384339E-06   0.164853E-06
  1654   0.366537E+03   0.201019E+02   0.000000E+00  -0.292133E+02   0.286019E-08   0.380942E-06   0.164104E-06
  1655   0.366797E+03   0.199923E+02   0.000000E+00  -0.295229E+02   0.285720E-08   0.377699E-06   0.163341E-06
  1656   0.367078E+03   0.198810E+02   0.000000E+00  -0.298252E+02   0.285421E-08   0.374609E-06   0.162564E-06
  1657   0.367380E+03   0.197679E+02   0.000000E+00  -0.301200E+02   0.285123E-08   0.371673E-06   0.161773E-06
  1658   0.367702E+03   0.196531E+02   0.000000E+00  -0.304074E+02   0.284826E-08   0.368893E-06   0.160969E-06
  1659   0.368045E+03   0.195366E+02   0.000000E+00  -0.306871E+02   0.284529E-08   0.366268E-06   0.160151E-06
  1660   0.368406E+03   0.194185E+02   0.000000E+00  -0.309592E+02   0.284233E-08   0.363799E-06   0.159320E-06
  1661   0.368785E+03   0.192989E+02   0.000000E+00  -0.312236E+02   0.283937E-08   0.361487E-06   0.158476E-06
  1662   0.369182E+03   0.191777E+02   0.000000E+00  -0.314801E+02   0.283641E-08   0.359332E-06   0.157618E-06
  1663   0.369596E+03   0.190550E+02   0.000000E+00  -0.317288E+02   0.283346E-08   0.357336E-06   0.156747E-06
  1664   0.370027E+03   0.189310E+02   0.000000E+00  -0.319695E+02   0.283051E-08   0.355497E-06   0.155863E-06
  1665   0.370473E+03   0.188055E+02   0.000000E+00  -0.322022E+02   0.282757E-08   0.353818E-06   0.154966E-06
  1666   0.370935E+03   0.186786E+02   0.000000E+00  -0.324268E+02   0.282463E-08   0.352299E-06   0.154057E-06
  1667   0.371411E+03   0.185505E+02   0.000000E+00  -0.326433E+02   0.282170E-08   0.350940E-06   0.153134E-06
  1668   0.371901E+03   0.184211E+02   0.000000E+00  -0.328516E+02   0.281877E-08   0.349742E-06   0.152199E-06
  1669   0.372404E+03   0.182904E+02   0.000000E+00  -0.330517E+02   0.281585E-08   0.348706E-06   0.151251E-06
  1670   0.372919E+03   0.181587E+02   0.000000E+00  -0.332434E+02   0.281293E-08   0.347832E-06   0.150291E-06
  1671   0.373446E+03   0.180257E+02   0.000000E+00  -0.334268E+02   0.281002E-08   0.347120E-06   0.149318E-06
  1672   0.373985E+03   0.178916E+02   0.000000E+00  -0.336018E+02   0.280711E-08   0.346572E-06   0.148333E-06
  1673   0.374534E+03   0.177566E+02   0.000000E+00  -0.337685E+02   0.280420E-08   0.346188E-06   0.147336E-06
  1674   0.375093E+03   0.176206E+02   0.000000E+00  -0.339267E+02   0.280130E-08   0.345968E-06   0.146326E-06
  1675   0.375661E+03   0.174836E+02   0.000000E+00  -0.340765E+02   0.279841E-08   0.345914E-06   0.145305E-06
  1676   0.376238E+03   0.173459E+02   0.000000E+00  -0.342180E+02   0.279552E-08   0.346025E-06   0.144271E-06
  1677   0.376824E+03   0.172074E+02   0.000000E+00  -0.343509E+02   0.279263E-08   0.346303E-06   0.143226E-06
  1678   0.377417E+03   0.170681E+02   0.000000E+00  -0.344754E+02   0.278975E-08   0.346747E-06   0.142169E-06
  1679   0.378017E+03   0.169281E+02   0.000000E+00  -0.345915E+02   0.278687E-08   0.347359E-06   0.141100E-06
  1680   0.378622E+03   0.167876E+02   0.000000E+00  -0.346989E+02   0.278400E-08   0.348140E-06   0.140019E-06
  1681   0.379234E+03   0.166464E+02   0.000000E+00  -0.347980E+02   0.278113E-08   0.349089E-06   0.138927E-06
  1682   0.379850E+03   0.165046E+02   0.000000E+00  -0.348885E+02   0.277826E-08   0.350207E-06   0.137824E-06
  1683   0.380470E+03   0.163623E+02   0.000000E+00  -0.349705E+02   0.277540E-08   0.351495E-06   0.136709E-06
  1684   0.381094E+03   0.162195E+02   0.000000E+00  -0.350439E+02   0.277255E-08   0.352954E-06   0.135583E-06
  1685   0.381721E+03   0.160764E+02   0.000000E+00  -0.351088E+02   0.276970E-08   0.354584E-06   0.134446E-06
  1686   0.382350E+03   0.159328E+02   0.000000E+00  -0.351652E+02   0.276685E-08   0.356386E-06   0.133298E-06
  1687   0.382980E+03   0.157889E+02   0.000000E+00  -0.352132E+02   0.276401E-08   0.358360E-06   0.132138E-06
  1688   0.383613E+03   0.156448E+02   0.000000E+00  -0.352527E+02   0.276117E-08   0.360507E-06   0.130968E-06
  1689   0.384245E+03   0.155004E+02   0.000000E+00  -0.352838E+02   0.275834E-08   0.362827E-06   0.129787E-06
  1690   0.384878E+03   0.153559E+02   0.000000E+00  -0.353064E+02   0.275551E-08   0.365322E-06   0.128595E-06
  1691   0.385509E+03   0.152113E+02   0.000000E+00  -0.353207E+02   0.275269E-08   0.367991E-06   0.127393E-06
  1692   0.386140E+03   0.150665E+02   0.000000E+00  -0.353266E+02   0.274987E-08   0.370836E-06   0.126180E-06
  1693   0.386767E+03   0.149217E+02   0.000000E+00  -0.353242E+02   0.274705E-08   0.373857E-06   0.124957E-06
  1694   0.387393E+03   0.147770E+02   0.000000E+00  -0.353134E+02   0.274424E-08   0.377054E-06   0.123723E-06
  1695   0.388015E+03   0.146324E+02   0.000000E+00  -0.352944E+02   0.274143E-08   0.380428E-06   0.122479E-06
  1696   0.388634E+03   0.144877E+02   0.000000E+00  -0.352672E+02   0.273863E-08   0.383980E-06   0.121225E-06
  1697   0.389248E+03   0.143433E+02   0.000000E+00  -0.352318E+02   0.273583E-08   0.387711E-06   0.119961E-06
  1698   0.389857E+03   0.141991E+02   0.000000E+00  -0.351881E+02   0.273304E-08   0.391620E-06   0.118687E-06
  1699   0.390460E+03   0.140550E+02   0.000000E+00  -0.351364E+02   0.273025E-08   0.395709E-06   0.117403E-06
  1700   0.391057E+03   0.139113E+02   0.000000E+00  -0.350766E+02   0.272746E-08   0.399978E-06   0.116109E-06
  1701   0.391648E+03   0.137679E+02   0.000000E+00  -0.350089E+02   0.272468E-08   0.404427E-06   0.114805E-06
  1702   0.392231E+03   0.136249E+02   0.000000E+00  -0.349332E+02   0.272191E-08   0.409048E-06   0.113492E-06
  1703   0.392806E+03   0.134824E+02   0.000000E+00  -0.348498E+02   0.271914E-08   0.413835E-06   0.112170E-06
  1704   0.393374E+03   0.133403E+02   0.000000E+00  -0.347587E+02   0.271637E-08   0.418781E-06   0.110839E-06
  1705   0.393933E+03   0.131988E+02   0.000000E+00  -0.346599E+02   0.271360E-08   0.423877E-06   0.109500E-06
  1706   0.394483E+03   0.130579E+02   0.000000E+00  -0.345536E+02   0.271085E-08   0.429116E-06   0.108152E-06
  1707   0.395023E+03   0.129176E+02   0.000000E+00  -0.344397E+02   0.270809E-08   0.434490E-06   0.106797E-06
  1708   0.395553E+03   0.127780E+02   0.000000E+00  -0.343185E+02   0.270534E-08   0.439992E-06   0.105434E-06
  1709   0.396073E+03   0.126391E+02   0.000000E+00  -0.341899E+02   0.270259E-08   0.445615E-06   0.104064E-06
  1710   0.396581E+03   0.125010E+02   0.000000E+00  -0.340541E+02   0.269985E-08   0.451351E-06   0.102687E-06
  1711   0.397078E+03   0.123637E+02   0.000000E+00  -0.339111E+02   0.269711E-08   0.457192E-06   0.101304E-06
  1712   0.397562E+03   0.122271E+02   0.000000E+00  -0.337611E+02   0.269438E-08   0.463130E-06   0.999140E-07
  1713   0.398034E+03   0.120915E+02   0.000000E+00  -0.336041E+02   0.269165E-08   0.469159E-06   0.985184E-07
  1714   0.398493E+03   0.119567E+02   0.000000E+00  -0.334401E+02   0.268892E-08   0.475271E-06   0.971172E-07
  1715   0.398939E+03   0.118230E+02   0.000000E+00  -0.332694E+02   0.268620E-08   0.481458E-06   0.957108E-07
  1716   0.399371E+03   0.116902E+02   0.000000E+00  -0.330920E+02   0.268349E-08   0.487712E-06   0.942994E-07
  1717   0.399789E+03   0.115585E+02   0.000000E+00  -0.329080E+02   0.268077E-08   0.494026E-06   0.928833E-07
  1718   0.400192E+03   0.114279E+02   0.000000E+00  -0.327177E+02   0.267806E-08   0.500393E-06   0.914629E-07
  1719   0.400580E+03   0.112983E+02   0.000000E+00  -0.325208E+02   0.267536E-08   0.506805E-06   0.900385E-07
  1720   0.400952E+03   0.111699E+02   0.000000E+00  -0.323178E+02   0.267266E-08   0.513254E-06   0.886104E-07
  1721   0.401310E+03   0.110427E+02   0.000000E+00  -0.321087E+02   0.266996E-08   0.519734E-06   0.871790E-07
  1722   0.401651E+03   0.109167E+02   0.000000E+00  -0.318935E+02   0.266727E-08   0.526235E-06   0.857444E-07
  1723   0.401975E+03   0.107921E+02   0.000000E+00  -0.316725E+02   0.266458E-08   0.532752E-06   0.843072E-07
  1724   0.402283E+03   0.106687E+02   0.000000E+00  -0.314457E+02   0.266190E-08   0.539275E-06   0.828675E-07
