#    L    TT             EE             TE             PP             TP          
  1731   0.403938E+03   0.984436E+01  -0.297066E+02   0.123227E+06   0.100010E+02
  1732   0.404099E+03   0.973257E+01  -0.294380E+02   0.123103E+06   0.101090E+02
  1733   0.404241E+03   0.962241E+01  -0.291646E+02   0.122980E+06   0.102159E+02
  1734   0.404362E+03   0.951382E+01  -0.288867E+02   0.122857E+06   0.103217E+02
  1735   0.404462E+03   0.940686E+01  -0.286044E+02   0.122734E+06   0.104261E+02
  1736   0.404543E+03   0.930161E+01  -0.283178E+02   0.122611E+06   0.105292E+02
  1737   0.404604E+03   0.919806E+01  -0.280271E+02   0.122488E+06   0.106307E+02
  1738   0.404643E+03   0.909623E+01  -0.277325E+02   0.122366E+06   0.107305E+02
  1739   0.404662E+03   0.899617E+01  -0.274340E+02   0.122244E+06   0.108285E+02
  1740   0.404660E+03   0.889790E+01  -0.271319E+02   0.122122E+06   0.109246E+02
  1741   0.404637E+03   0.880142E+01  -0.268263E+02   0.122000E+06   0.110186E+02
  1742   0.404592E+03   0.870678E+01  -0.265173E+02   0.121878E+06   0.111104E+02
  1743   0.404526E+03   0.861394E+01  -0.262051E+02   0.121757E+06   0.111999E+02
  1744   0.404438E+03   0.852302E+01  -0.258897E+02   0.121636E+06   0.112869E+02
  1745   0.404329E+03   0.843396E+01  -0.255713E+02   0.121514E+06   0.113713E+02
  1746   0.404197E+03   0.834683E+01  -0.252501E+02   0.121393E+06   0.114530E+02
  1747   0.404042E+03   0.826156E+01  -0.249261E+02   0.121273E+06   0.115319E+02
  1748   0.403866E+03   0.817829E+01  -0.245996E+02   0.121152E+06   0.116078E+02
  1749   0.403667E+03   0.809696E+01  -0.242707E+02   0.121032E+06   0.116806E+02
  1750   0.403445E+03   0.801755E+01  -0.239394E+02   0.120912E+06   0.117502E+02
  1751   0.403201E+03   0.794015E+01  -0.236061E+02   0.120792E+06   0.118164E+02
  1752   0.402934E+03   0.786476E+01  -0.232708E+02   0.120672E+06   0.118792E+02
  1753   0.402646E+03   0.779137E+01  -0.229336E+02   0.120552E+06   0.119386E+02
  1754   0.402334E+03   0.771998E+01  -0.225947E+02   0.120433E+06   0.119944E+02
  1755   0.401999E+03   0.765068E+01  -0.222544E+02   0.120313E+06   0.120468E+02
  1756   0.401642E+03   0.758338E+01  -0.219125E+02   0.120194E+06   0.120955E+02
  1757   0.401261E+03   0.751816E+01  -0.215695E+02   0.120075E+06   0.121406E+02
  1758   0.400858E+03   0.745495E+01  -0.212253E+02   0.119956E+06   0.121821E+02
  1759   0.400432E+03   0.739386E+01  -0.208802E+02   0.119838E+06   0.122198E+02
  1760   0.399983E+03   0.733482E+01  -0.205342E+02   0.119719E+06   0.122537E+02
  1761   0.399512E+03   0.727786E+01  -0.201875E+02   0.119601E+06   0.122839E+02
  1762   0.399017E+03   0.722299E+01  -0.198402E+02   0.119483E+06   0.123102E+02
  1763   0.398500E+03   0.717020E+01  -0.194927E+02   0.119365E+06   0.123325E+02
  1764   0.397960E+03   0.711950E+01  -0.191448E+02   0.119247E+06   0.123510E+02
  1765   0.397398E+03   0.707091E+01  -0.187968E+02   0.119130E+06   0.123654E+02
  1766   0.396815E+03   0.702441E+01  -0.184489E+02   0.119012E+06   0.123758E+02
  1767   0.396209E+03   0.698001E+01  -0.181012E+02   0.118895E+06   0.123821E+02
  1768   0.395581E+03   0.693772E+01  -0.177538E+02   0.118778E+06   0.123843E+02
  1769   0.394932E+03   0.689753E+01  -0.174069E+02   0.118661E+06   0.123823E+02
  1770   0.394261E+03   0.685944E+01  -0.170607E+02   0.118545E+06   0.123761E+02
  1771   0.393569E+03   0.682345E+01  -0.167153E+02   0.118428E+06   0.123656E+02
  1772   0.392855E+03   0.678956E+01  -0.163707E+02   0.118312E+06   0.123508E+02
  1773   0.392120E+03   0.675774E+01  -0.160271E+02   0.118196E+06   0.123317E+02
  1774   0.391364E+03   0.672802E+01  -0.156847E+02   0.118080E+06   0.123081E+02
  1775   0.390588E+03   0.670038E+01  -0.153436E+02   0.117964E+06   0.122801E+02
  1776   0.389790E+03   0.667481E+01  -0.150040E+02   0.117848E+06   0.122476E+02
  1777   0.388973E+03   0.665131E+01  -0.146658E+02   0.117733E+06   0.122106E+02
  1778   0.388135E+03   0.662987E+01  -0.143294E+02   0.117618E+06   0.121690E+02
  1779   0.387276E+03   0.661048E+01  -0.139947E+02   0.117502E+06   0.121228E+02
  1780   0.386398E+03   0.659313E+01  -0.136621E+02   0.117388E+06   0.120719E+02
  1781   0.385500E+03   0.657781E+01  -0.133315E+02   0.117273E+06   0.120162E+02
  1782   0.384583E+03   0.656451E+01  -0.130031E+02   0.117158E+06   0.119558E+02
  1783   0.383646E+03   0.655323E+01  -0.126770E+02   0.117044E+06   0.118907E+02
  1784   0.382691E+03   0.654394E+01  -0.123533E+02   0.116929E+06   0.118206E+02
  1785   0.381716E+03   0.653664E+01  -0.120323E+02   0.116815E+06   0.117456E+02
  1786   0.380724E+03   0.653131E+01  -0.117138E+02   0.116701E+06   0.116658E+02
  1787   0.379714E+03   0.652793E+01  -0.113983E+02   0.116588E+06   0.115809E+02
  1788   0.378685E+03   0.652650E+01  -0.110855E+02   0.116474E+06   0.114909E+02
  1789   0.377639E+03   0.652699E+01  -0.107759E+02   0.116361E+06   0.113959E+02
  1790   0.376576E+03   0.652940E+01  -0.104693E+02   0.116247E+06   0.112958E+02
  1791   0.375495E+03   0.653370E+01  -0.101660E+02   0.116134E+06   0.111905E+02
  1792   0.374398E+03   0.653987E+01  -0.986605E+01   0.116021E+06   0.110800E+02
  1793   0.373284E+03   0.654789E+01  -0.956958E+01   0.115909E+06   0.109642E+02
  1794   0.372154E+03   0.655774E+01  -0.927667E+01   0.115796E+06   0.108431E+02
  1795   0.371008E+03   0.656942E+01  -0.898741E+01   0.115684E+06   0.107167E+02
  1796   0.369845E+03   0.658289E+01  -0.870185E+01   0.115571E+06   0.105849E+02
  1797   0.368668E+03   0.659814E+01  -0.842024E+01   0.115459E+06   0.104476E+02
  1798   0.367475E+03   0.661513E+01  -0.814263E+01   0.115347E+06   0.103048E+02
  1799   0.366268E+03   0.663386E+01  -0.786897E+01   0.115235E+06   0.101565E+02
  1800   0.365046E+03   0.665429E+01  -0.759953E+01   0.115124E+06   0.100026E+02
  1801   0.363810E+03   0.667641E+01  -0.733433E+01   0.115012E+06   0.984321E+01
  1802   0.362562E+03   0.670019E+01  -0.707345E+01   0.114901E+06   0.967859E+01
  1803   0.361300E+03   0.672560E+01  -0.681701E+01   0.114790E+06   0.950919E+01
  1804   0.360025E+03   0.675263E+01  -0.656508E+01   0.114679E+06   0.933545E+01
  1805   0.358738E+03   0.678124E+01  -0.631773E+01   0.114568E+06   0.915777E+01
  1806   0.357440E+03   0.681141E+01  -0.607503E+01   0.114458E+06   0.897661E+01
  1807   0.356129E+03   0.684311E+01  -0.583706E+01   0.114347E+06   0.879236E+01
  1808   0.354808E+03   0.687631E+01  -0.560389E+01   0.114237E+06   0.860547E+01
  1809   0.353475E+03   0.691098E+01  -0.537559E+01   0.114127E+06   0.841636E+01
  1810   0.352132E+03   0.694711E+01  -0.515225E+01   0.114017E+06   0.822545E+01
  1811   0.350779E+03   0.698466E+01  -0.493391E+01   0.113907E+06   0.803317E+01
  1812   0.349416E+03   0.702359E+01  -0.472063E+01   0.113797E+06   0.783994E+01
  1813   0.348043E+03   0.706388E+01  -0.451248E+01   0.113688E+06   0.764619E+01
  1814   0.346661E+03   0.710551E+01  -0.430951E+01   0.113578E+06   0.745234E+01
  1815   0.345271E+03   0.714843E+01  -0.411177E+01   0.113469E+06   0.725882E+01
  1816   0.343873E+03   0.719263E+01  -0.391933E+01   0.113360E+06   0.706606E+01
  1817   0.342468E+03   0.723806E+01  -0.373224E+01   0.113251E+06   0.687447E+01
  1818   0.341055E+03   0.728471E+01  -0.355055E+01   0.113143E+06   0.668449E+01
  1819   0.339635E+03   0.733253E+01  -0.337429E+01   0.113034E+06   0.649653E+01
  1820   0.338209E+03   0.738149E+01  -0.320352E+01   0.112926E+06   0.631103E+01
  1821   0.336777E+03   0.743153E+01  -0.303827E+01   0.112818E+06   0.612841E+01
  1822   0.335339E+03   0.748271E+01  -0.287859E+01   0.112709E+06   0.594910E+01
  1823   0.333896E+03   0.753493E+01  -0.272452E+01   0.112602E+06   0.577351E+01
  1824   0.332447E+03   0.758812E+01  -0.257611E+01   0.112494E+06   0.560208E+01
  1825   0.330995E+03   0.764227E+01  -0.243336E+01   0.112386E+06   0.543523E+01
  1826   0.329538E+03   0.769746E+01  -0.229632E+01   0.112279E+06   0.527339E+01
  1827   0.328078E+03   0.775346E+01  -0.216499E+01   0.112171E+06   0.511698E+01
  1828   0.326614E+03   0.781036E+01  -0.203939E+01   0.112064E+06   0.496642E+01
  1829   0.325149E+03   0.786815E+01  -0.191956E+01   0.111957E+06   0.482214E+01
  1830   0.323680E+03   0.792676E+01  -0.180552E+01   0.111850E+06   0.468457E+01
  1831   0.322211E+03   0.798611E+01  -0.169726E+01   0.111744E+06   0.455414E+01
  1832   0.320740E+03   0.804621E+01  -0.159482E+01   0.111637E+06   0.443125E+01
  1833   0.319268E+03   0.810697E+01  -0.149821E+01   0.111531E+06   0.431635E+01
  1834   0.317796E+03   0.816847E+01  -0.140741E+01   0.111425E+06   0.420986E+01
  1835   0.316324E+03   0.823057E+01  -0.132246E+01   0.111319E+06   0.411220E+01
  1836   0.314852E+03   0.829327E+01  -0.124334E+01   0.111213E+06   0.402380E+01
  1837   0.313380E+03   0.835656E+01  -0.117007E+01   0.111107E+06   0.394508E+01
  1838   0.311910E+03   0.842037E+01  -0.110266E+01   0.111001E+06   0.387647E+01
  1839   0.310441E+03   0.848470E+01  -0.104111E+01   0.110896E+06   0.381839E+01
  1840   0.308974E+03   0.854947E+01  -0.985388E+00   0.110790E+06   0.377127E+01
  1841   0.307509E+03   0.861469E+01  -0.935501E+00   0.110685E+06   0.373553E+01
  1842   0.306046E+03   0.868021E+01  -0.891429E+00   0.110580E+06   0.371161E+01
  1843   0.304587E+03   0.874618E+01  -0.853166E+00   0.110475E+06   0.369991E+01
  1844   0.303131E+03   0.881244E+01  -0.820705E+00   0.110371E+06   0.370088E+01
  1845   0.301679E+03   0.887892E+01  -0.794022E+00   0.110266E+06   0.371492E+01
  1846   0.300231E+03   0.894570E+01  -0.773111E+00   0.110162E+06   0.374248E+01
  1847   0.298788E+03   0.901271E+01  -0.757950E+00   0.110057E+06   0.378398E+01
  1848   0.297350E+03   0.907986E+01  -0.748507E+00   0.109953E+06   0.383983E+01
  1849   0.295917E+03   0.914717E+01  -0.744770E+00   0.109849E+06   0.391047E+01
  1850   0.294489E+03   0.921454E+01  -0.746707E+00   0.109746E+06   0.399632E+01
  1851   0.293067E+03   0.928199E+01  -0.754312E+00   0.109642E+06   0.409761E+01
  1852   0.291652E+03   0.934945E+01  -0.767547E+00   0.109538E+06   0.421386E+01
  1853   0.290243E+03   0.941697E+01  -0.786376E+00   0.109435E+06   0.434435E+01
  1854   0.288841E+03   0.948435E+01  -0.810753E+00   0.109332E+06   0.448840E+01
  1855   0.287447E+03   0.955173E+01  -0.840620E+00   0.109229E+06   0.464533E+01
  1856   0.286060E+03   0.961896E+01  -0.875946E+00   0.109126E+06   0.481443E+01
  1857   0.284682E+03   0.968611E+01  -0.916679E+00   0.109023E+06   0.499502E+01
  1858   0.283312E+03   0.975305E+01  -0.962768E+00   0.108920E+06   0.518641E+01
  1859   0.281950E+03   0.981976E+01  -0.101417E+01   0.108818E+06   0.538790E+01
  1860   0.280599E+03   0.988625E+01  -0.107083E+01   0.108715E+06   0.559880E+01
  1861   0.279256E+03   0.995251E+01  -0.113269E+01   0.108613E+06   0.581842E+01
  1862   0.277923E+03   0.100184E+02  -0.119969E+01   0.108511E+06   0.604607E+01
  1863   0.276601E+03   0.100840E+02  -0.127178E+01   0.108409E+06   0.628106E+01
  1864   0.275289E+03   0.101493E+02  -0.134891E+01   0.108307E+06   0.652270E+01
  1865   0.273988E+03   0.102141E+02  -0.143102E+01   0.108206E+06   0.677029E+01
  1866   0.272697E+03   0.102785E+02  -0.151805E+01   0.108104E+06   0.702315E+01
  1867   0.271417E+03   0.103425E+02  -0.160993E+01   0.108003E+06   0.728058E+01
  1868   0.270150E+03   0.104059E+02  -0.170659E+01   0.107901E+06   0.754189E+01
  1869   0.268894E+03   0.104688E+02  -0.180797E+01   0.107800E+06   0.780639E+01
  1870   0.267650E+03   0.105312E+02  -0.191398E+01   0.107699E+06   0.807339E+01
  1871   0.266420E+03   0.105930E+02  -0.202457E+01   0.107599E+06   0.834219E+01
  1872   0.265200E+03   0.106542E+02  -0.213966E+01   0.107498E+06   0.861211E+01
  1873   0.263995E+03   0.107149E+02  -0.225918E+01   0.107397E+06   0.888245E+01
  1874   0.262802E+03   0.107747E+02  -0.238305E+01   0.107297E+06   0.915253E+01
  1875   0.261623E+03   0.108339E+02  -0.251118E+01   0.107197E+06   0.942164E+01
  1876   0.260457E+03   0.108924E+02  -0.264350E+01   0.107097E+06   0.968911E+01
  1877   0.259306E+03   0.109502E+02  -0.277994E+01   0.106997E+06   0.995423E+01
  1878   0.258169E+03   0.110072E+02  -0.292039E+01   0.106897E+06   0.102163E+02
  1879   0.257045E+03   0.110634E+02  -0.306479E+01   0.106797E+06   0.104747E+02
  1880   0.255936E+03   0.111188E+02  -0.321306E+01   0.106698E+06   0.107286E+02
  1881   0.254843E+03   0.111732E+02  -0.336510E+01   0.106598E+06   0.109775E+02
  1882   0.253764E+03   0.112269E+02  -0.352084E+01   0.106499E+06   0.112205E+02
  1883   0.252701E+03   0.112796E+02  -0.368018E+01   0.106400E+06   0.114571E+02
  1884   0.251652E+03   0.113315E+02  -0.384305E+01   0.106301E+06   0.116864E+02
  1885   0.250618E+03   0.113823E+02  -0.400937E+01   0.106202E+06   0.119079E+02
  1886   0.249601E+03   0.114321E+02  -0.417903E+01   0.106103E+06   0.121209E+02
  1887   0.248599E+03   0.114810E+02  -0.435196E+01   0.106005E+06   0.123245E+02
  1888   0.247613E+03   0.115289E+02  -0.452806E+01   0.105906E+06   0.125183E+02
  1889   0.246643E+03   0.115757E+02  -0.470723E+01   0.105808E+06   0.127014E+02
  1890   0.245689E+03   0.116214E+02  -0.488937E+01   0.105710E+06   0.128731E+02
  1891   0.244752E+03   0.116661E+02  -0.507438E+01   0.105612E+06   0.130328E+02
  1892   0.243832E+03   0.117096E+02  -0.526216E+01   0.105514E+06   0.131799E+02
  1893   0.242928E+03   0.117520E+02  -0.545262E+01   0.105416E+06   0.133135E+02
  1894   0.242040E+03   0.117933E+02  -0.564565E+01   0.105319E+06   0.134330E+02
  1895   0.241169E+03   0.118335E+02  -0.584114E+01   0.105221E+06   0.135377E+02
  1896   0.240316E+03   0.118725E+02  -0.603902E+01   0.105124E+06   0.136270E+02
  1897   0.239479E+03   0.119103E+02  -0.623918E+01   0.105027E+06   0.137001E+02
  1898   0.238660E+03   0.119469E+02  -0.644153E+01   0.104930E+06   0.137563E+02
  1899   0.237857E+03   0.119822E+02  -0.664598E+01   0.104833E+06   0.137949E+02
  1900   0.237073E+03   0.120163E+02  -0.685242E+01   0.104736E+06   0.138154E+02
  1901   0.236305E+03   0.120492E+02  -0.706077E+01   0.104639E+06   0.138171E+02
  1902   0.235554E+03   0.120807E+02  -0.727091E+01   0.104543E+06   0.138006E+02
  1903   0.234821E+03   0.121110E+02  -0.748272E+01   0.104446E+06   0.137666E+02
  1904   0.234106E+03   0.121399E+02  -0.769621E+01   0.104350E+06   0.137158E+02
  1905   0.233408E+03   0.121675E+02  -0.791110E+01   0.104254E+06   0.136489E+02
  1906   0.232727E+03   0.121938E+02  -0.812741E+01   0.104158E+06   0.135667E+02
  1907   0.232064E+03   0.122188E+02  -0.834506E+01   0.104062E+06   0.134698E+02
  1908   0.231417E+03   0.122424E+02  -0.856382E+01   0.103966E+06   0.133590E+02
  1909   0.230790E+03   0.122647E+02  -0.878369E+01   0.103871E+06   0.132350E+02
  1910   0.230179E+03   0.122855E+02  -0.900461E+01   0.103775E+06   0.130985E+02
  1911   0.229585E+03   0.123050E+02  -0.922634E+01   0.103680E+06   0.129503E+02
  1912   0.229009E+03   0.123231E+02  -0.944881E+01   0.103585E+06   0.127909E+02
  1913   0.228451E+03   0.123398E+02  -0.967203E+01   0.103489E+06   0.126213E+02
  1914   0.227909E+03   0.123551E+02  -0.989577E+01   0.103395E+06   0.124419E+02
  1915   0.227385E+03   0.123690E+02  -0.101200E+02   0.103300E+06   0.122537E+02
  1916   0.226879E+03   0.123814E+02  -0.103447E+02   0.103205E+06   0.120573E+02
  1917   0.226389E+03   0.123925E+02  -0.105695E+02   0.103110E+06   0.118534E+02
  1918   0.225917E+03   0.124021E+02  -0.107946E+02   0.103016E+06   0.116427E+02
  1919   0.225462E+03   0.124103E+02  -0.110197E+02   0.102922E+06   0.114260E+02
  1920   0.225024E+03   0.124171E+02  -0.112448E+02   0.102827E+06   0.112040E+02
  1921   0.224602E+03   0.124224E+02  -0.114697E+02   0.102733E+06   0.109773E+02
  1922   0.224198E+03   0.124263E+02  -0.116944E+02   0.102640E+06   0.107467E+02
  1923   0.223810E+03   0.124288E+02  -0.119187E+02   0.102546E+06   0.105130E+02
  1924   0.223440E+03   0.124299E+02  -0.121426E+02   0.102452E+06   0.102767E+02
  1925   0.223086E+03   0.124296E+02  -0.123660E+02   0.102358E+06   0.100388E+02
  1926   0.222748E+03   0.124278E+02  -0.125888E+02   0.102265E+06   0.979973E+01
  1927   0.222427E+03   0.124246E+02  -0.128107E+02   0.102172E+06   0.956039E+01
  1928   0.222122E+03   0.124200E+02  -0.130320E+02   0.102079E+06   0.932144E+01
  1929   0.221833E+03   0.124139E+02  -0.132522E+02   0.101986E+06   0.908360E+01
  1930   0.221560E+03   0.124064E+02  -0.134714E+02   0.101893E+06   0.884758E+01
  1931   0.221303E+03   0.123975E+02  -0.136895E+02   0.101800E+06   0.861411E+01
  1932   0.221061E+03   0.123872E+02  -0.139065E+02   0.101707E+06   0.838389E+01
  1933   0.220835E+03   0.123755E+02  -0.141221E+02   0.101615E+06   0.815764E+01
  1934   0.220624E+03   0.123623E+02  -0.143364E+02   0.101522E+06   0.793609E+01
  1935   0.220428E+03   0.123478E+02  -0.145491E+02   0.101430E+06   0.771994E+01
  1936   0.220248E+03   0.123318E+02  -0.147603E+02   0.101338E+06   0.750991E+01
  1937   0.220082E+03   0.123145E+02  -0.149698E+02   0.101246E+06   0.730671E+01
  1938   0.219931E+03   0.122958E+02  -0.151776E+02   0.101154E+06   0.711107E+01
  1939   0.219795E+03   0.122757E+02  -0.153835E+02   0.101062E+06   0.692370E+01
  1940   0.219672E+03   0.122542E+02  -0.155876E+02   0.100970E+06   0.674531E+01
  1941   0.219563E+03   0.122314E+02  -0.157896E+02   0.100879E+06   0.657662E+01
  1942   0.219469E+03   0.122073E+02  -0.159895E+02   0.100787E+06   0.641835E+01
  1943   0.219389E+03   0.121818E+02  -0.161874E+02   0.100696E+06   0.627121E+01
  1944   0.219321E+03   0.121550E+02  -0.163829E+02   0.100605E+06   0.613591E+01
  1945   0.219267E+03   0.121269E+02  -0.165761E+02   0.100514E+06   0.601319E+01
  1946   0.219226E+03   0.120974E+02  -0.167669E+02   0.100423E+06   0.590374E+01
  1947   0.219198E+03   0.120666E+02  -0.169552E+02   0.100332E+06   0.580829E+01
  1948   0.219182E+03   0.120345E+02  -0.171409E+02   0.100241E+06   0.572755E+01
  1949   0.219179E+03   0.120012E+02  -0.173240E+02   0.100151E+06   0.566223E+01
  1950   0.219187E+03   0.119665E+02  -0.175044E+02   0.100060E+06   0.561306E+01
  1951   0.219208E+03   0.119305E+02  -0.176819E+02   0.999699E+05   0.558053E+01
  1952   0.219239E+03   0.118933E+02  -0.178566E+02   0.998797E+05   0.556426E+01
  1953   0.219283E+03   0.118549E+02  -0.180283E+02   0.997896E+05   0.556364E+01
  1954   0.219337E+03   0.118153E+02  -0.181971E+02   0.996996E+05   0.557806E+01
  1955   0.219402E+03   0.117745E+02  -0.183628E+02   0.996098E+05   0.560693E+01
  1956   0.219478E+03   0.117325E+02  -0.185254E+02   0.995200E+05   0.564964E+01
  1957   0.219564E+03   0.116893E+02  -0.186849E+02   0.994304E+05   0.570558E+01
  1958   0.219661E+03   0.116450E+02  -0.188411E+02   0.993409E+05   0.577416E+01
  1959   0.219767E+03   0.115997E+02  -0.189941E+02   0.992515E+05   0.585477E+01
  1960   0.219883E+03   0.115531E+02  -0.191436E+02   0.991622E+05   0.594680E+01
  1961   0.220008E+03   0.115055E+02  -0.192898E+02   0.990731E+05   0.604965E+01
  1962   0.220142E+03   0.114568E+02  -0.194326E+02   0.989840E+05   0.616272E+01
  1963   0.220286E+03   0.114071E+02  -0.195718E+02   0.988951E+05   0.628540E+01
  1964   0.220437E+03   0.113563E+02  -0.197075E+02   0.988063E+05   0.641708E+01
  1965   0.220596E+03   0.113044E+02  -0.198395E+02   0.987176E+05   0.655718E+01
  1966   0.220764E+03   0.112516E+02  -0.199679E+02   0.986290E+05   0.670507E+01
  1967   0.220939E+03   0.111978E+02  -0.200925E+02   0.985406E+05   0.686016E+01
